model,N,effect,replicate,lambda_emp,lambda_thr97,lambda_p,detect_lambda,eig1_obs,eig1_thr97,eig1_p,detect_pca
cline,100,0.015,18,1.035499316201968,1.0,,1,1.2148499439070013,1.5477320613535541,,0
cline,100,0.015,19,0.9949555013054896,1.0,,0,1.2181089316861509,1.5477320613535541,,0
cline,100,0.015,20,1.04722316794248,1.0,,1,1.2184757029798998,1.5477320613535541,,0
cline,100,0.015,21,1.0494551403825672,1.0,,1,1.2186456701075348,1.5477320613535541,,0
cline,100,0.015,22,1.0397647286254814,1.0,,1,1.2069359276772342,1.5477320613535541,,0
cline,100,0.015,23,1.0238446911314378,1.0,,1,1.2195597434735257,1.5477320613535541,,0
cline,100,0.015,24,1.0287939265941106,1.0,,1,1.2132852830952494,1.5477320613535541,,0
cline,100,0.015,25,1.032593398937655,1.0,,1,1.208185184259044,1.5477320613535541,,0
cline,100,0.015,26,1.0528833361419445,1.0,,1,1.2164191325947527,1.5477320613535541,,0
cline,100,0.015,27,1.0367417308635078,1.0,,1,1.2161386715241609,1.5477320613535541,,0
cline,100,0.015,28,1.026118190697543,1.0,,1,1.216698676091751,1.5477320613535541,,0
cline,100,0.015,29,1.020775317488527,1.0,,1,1.2138866257753294,1.5477320613535541,,0
cline,100,0.015,30,1.0680811089050029,1.0,,1,1.2149703398499299,1.5477320613535541,,0
cline,100,0.015,31,1.0104594568211978,1.0,,1,1.2088767294388378,1.5477320613535541,,0
cline,100,0.015,32,1.0242206214465985,1.0,,1,1.2147153505562984,1.5477320613535541,,0
cline,100,0.015,33,1.002458653208998,1.0,,1,1.2127121336519646,1.5477320613535541,,0
cline,100,0.015,34,0.9973574420095516,1.0,,0,1.2071452953672848,1.5477320613535541,,0
cline,100,0.015,35,1.040603773475416,1.0,,1,1.2051179434739165,1.5477320613535541,,0
cline,100,0.015,36,1.0528221395403718,1.0,,1,1.217139828940229,1.5477320613535541,,0
cline,100,0.015,37,1.0478727643319419,1.0,,1,1.2183405881623453,1.5477320613535541,,0
cline,100,0.015,38,1.0338942321605609,1.0,,1,1.2119457216849843,1.5477320613535541,,0
cline,100,0.015,39,1.0142211822269913,1.0,,1,1.21796510045154,1.5477320613535541,,0
cline,100,0.015,40,1.0245336250945776,1.0,,1,1.2065229093467955,1.5477320613535541,,0
cline,100,0.015,41,1.0174005181385632,1.0,,1,1.2155403472501642,1.5477320613535541,,0
cline,100,0.015,42,1.0175057314097884,1.0,,1,1.2167739298671592,1.5477320613535541,,0
cline,100,0.015,43,1.0381426455697382,1.0,,1,1.2205880060322971,1.5477320613535541,,0
cline,100,0.015,44,1.0373138589191033,1.0,,1,1.2171397740953727,1.5477320613535541,,0
cline,100,0.015,45,1.0184876478786247,1.0,,1,1.2071626118569883,1.5477320613535541,,0
cline,100,0.015,46,1.040798785269712,1.0,,1,1.2227938190671346,1.5477320613535541,,0
cline,100,0.015,47,1.0151433784299186,1.0,,1,1.2203937181452333,1.5477320613535541,,0
cline,100,0.015,48,1.0226099964812732,1.0,,1,1.205564331033052,1.5477320613535541,,0
cline,100,0.015,49,1.0170228861331958,1.0,,1,1.2112092151302416,1.5477320613535541,,0
cline,100,0.015,50,1.0322088695735228,1.0,,1,1.220059367240429,1.5477320613535541,,0
cline,100,0.015,51,1.0394423252257736,1.0,,1,1.2104181609751934,1.5477320613535541,,0
cline,100,0.015,52,1.0618394437514163,1.0,,1,1.2127871860218702,1.5477320613535541,,0
cline,100,0.015,53,1.0127613159336921,1.0,,1,1.2262814399790316,1.5477320613535541,,0
cline,100,0.015,54,1.0341262269528033,1.0,,1,1.2180431768894182,1.5477320613535541,,0
cline,100,0.015,55,1.014604743014164,1.0,,1,1.2138643995221745,1.5477320613535541,,0
cline,100,0.015,56,1.0117269372094682,1.0,,1,1.211865923826553,1.5477320613535541,,0
cline,100,0.015,57,1.0226037046449257,1.0,,1,1.2174921340455178,1.5477320613535541,,0
cline,100,0.015,58,1.0248523866044466,1.0,,1,1.2250223288372335,1.5477320613535541,,0
cline,100,0.015,59,1.0142475712044172,1.0,,1,1.2097564662846652,1.5477320613535541,,0
cline,100,0.015,60,1.0079126520002286,1.0,,1,1.2146205572006894,1.5477320613535541,,0
cline,100,0.015,61,1.0451954916571142,1.0,,1,1.1979378842931228,1.5477320613535541,,0
cline,100,0.015,62,1.0135497829408862,1.0,,1,1.2221270054932458,1.5477320613535541,,0
cline,100,0.015,63,1.0341586949238424,1.0,,1,1.2237539014854004,1.5477320613535541,,0
cline,100,0.015,64,1.0444420613201009,1.0,,1,1.2052180585890377,1.5477320613535541,,0
cline,100,0.015,65,1.0186543957071112,1.0,,1,1.2223643397003356,1.5477320613535541,,0
cline,100,0.015,66,1.0161828493047305,1.0,,1,1.2165432191689787,1.5477320613535541,,0
cline,100,0.015,67,1.0386744565510602,1.0,,1,1.2146747652233256,1.5477320613535541,,0
cline,100,0.015,68,1.0194610917177296,1.0,,1,1.2047486296738417,1.5477320613535541,,0
cline,100,0.015,69,1.0164495938384484,1.0,,1,1.2101869040901259,1.5477320613535541,,0
cline,100,0.015,70,1.0239142911963828,1.0,,1,1.2341866087981266,1.5477320613535541,,0
cline,100,0.015,71,1.02961672596717,1.0,,1,1.2073728218733701,1.5477320613535541,,0
cline,100,0.015,72,1.0229839238196352,1.0,,1,1.217869619536559,1.5477320613535541,,0
cline,100,0.015,73,1.0299812673122053,1.0,,1,1.2109230955476078,1.5477320613535541,,0
cline,100,0.015,74,1.0047659322917686,1.0,,1,1.226099057307396,1.5477320613535541,,0
cline,100,0.015,75,1.0204186823198398,1.0,,1,1.2124891328809282,1.5477320613535541,,0
cline,100,0.015,76,1.0459413362601064,1.0,,1,1.2172505557650244,1.5477320613535541,,0
cline,100,0.015,77,1.0037468238218488,1.0,,1,1.2075992694192914,1.5477320613535541,,0
cline,100,0.015,78,1.0364295988147068,1.0,,1,1.2311700587577046,1.5477320613535541,,0
cline,100,0.015,79,1.0241924654121917,1.0,,1,1.2061447415520732,1.5477320613535541,,0
cline,100,0.015,80,1.0485205935256878,1.0,,1,1.2151317452375237,1.5477320613535541,,0
cline,100,0.015,81,1.0180669129718216,1.0,,1,1.2185831105560894,1.5477320613535541,,0
cline,100,0.015,82,1.0037933007545798,1.0,,1,1.203319921234699,1.5477320613535541,,0
cline,100,0.015,83,1.047998059530387,1.0,,1,1.2093510967644912,1.5477320613535541,,0
cline,100,0.015,84,1.0323097139231805,1.0,,1,1.2229730966551133,1.5477320613535541,,0
